"NAME"	"LogPhase_RSeq_S3"	"MS10_hrs_Rseq_S5"	"MS14_hrs_Rseq_S6"	"MS20_hrs_Rseq_S7"	"MS30_hrs_Rseq_S8"	"MS44_hrs_Rseq_S9"	"MS55_hrs_Rseq_S10"
"chrXV-0393-W"	24.7848	39.7781	40.5164	38.9263	29.9013	51.3634	39.4573
"chrXV-0394-W"	2.21174	2.03234	3.93247	2	2.23211	2	2.06229
"chrXV-0395-W"	4.00906	2	3.41833	7.85715	5.29213	3.88629	3.82945
"chrXV-0396-W"	2	2	2	2	2	2	2
"chrXV-0397-W"	2	2	2	2	2	2	2
"chrXV-0398-C"	2	2	2	2	2	2	2
"chrXV-0399-W"	3.75985	4.25108	7.19936	6.71655	5.94386	11.709	15.7165
"chrXV-0400-C"	2	3.46981	2	2.15889	2	3.08859	4.95005
"chrXV-0401-C"	2	2	2	2	2	2	2
"chrXV-0402-W"	2	2	2	2	2	2	2
"chrXV-0403-W"	7.93937	14.3609	15.3761	15.0626	13.6921	17.4742	16.9727
"chrXV-0404-W"	2	15.0732	2	2	6.74267	9.29721	5.05607
"chrXV-0405-W"	24.6385	16.9529	32.1682	31.4786	24.3172	29.1856	28.124
"chrXV-0406-W"	2	2	2	2	2.00205	2	2
"chrXV-0407-C"	2	2	2	2	2	2	2
"chrXV-0408-W"	2	2	2	2	2	2	2
"chrXV-0409-C"	2	2	2	2	2	2	2
"chrXV-0410-C"	2	2	2	2	2	2	2
"chrXV-0411-W"	2	2	2	2	3.49584	2	2
"chrXV-0412-W"	2	2	2	2	2	2	2
"chrXV-0413-W"	2	2	2.57213	2.44008	3.09312	4.36748	3.70661
"chrXV-0414-W"	11.4159	15.2349	12.9835	11.4069	16.274	18.6539	16.3049
"chrXV-0415-C"	2	2	2	2	2	2	2
"chrXV-0416-W"	2	2	2	2	2	2	2
"chrXV-0417-C"	2	2	2	3.5473	2.02877	2	2
"chrXV-0418-W"	2.43386	2	2	2	2	2	2
"chrXV-0419-W"	3.52663	4.68805	9.60063	3.11861	6.02302	12.5482	11.1651
"chrXV-0420-C"	2	2	2	2.55625	2	2	2
"chrXV-0421-W"	2	2	2	2.36361	2	2	2
"chrXV-0422-W"	2	2	2	2	2	2	2
"chrXV-0423-C"	2	2	2	2	2	2	2
"chrXV-0424-W"	2	2	2	2	2	2	2
"chrXV-0425-W"	2	2	2	2	2	2	2
"chrXV-0426-C"	2	2	2	2	2	2	2
"chrXV-0427-C"	2	2.35345	4.41499	5.93327	3.88675	5.60381	6.5191
"chrXV-0428-W"	4.65782	7.61048	7.48461	6.13434	5.9618	7.33354	7.42307
"chrXV-0429-C"	2	2	2	2	2	2	2.2572
"chrXV-0430-C"	2	2	2	2	2	2	2
"chrXV-0431-W"	2.24883	2	2	2	2	2.74438	2.36476
"chrXV-0432-W"	2	2	2	2	2	2	2.17295
"chrXV-0433-C"	3.62702	8.50795	8.32112	10.4983	12.2789	25.4718	32.0707
"chrXV-0434-C"	2	2	2	2	2	2	2
"chrXVI-0435-W"	2	2	2	2	2	2	2
"chrXVI-0436-W"	2.57549	2	3.18175	2	2.39629	2.00794	3.4872
"chrXVI-0437-W"	24.6416	18.2794	10.4664	6.36667	3.4257	3.98726	3.87296
"chrXVI-0438-W"	2	2	2	2	2	2	2
"chrXVI-0439-W"	3.88865	2.75305	5.12775	7.59286	5.58259	6.80271	6.99353
"chrXVI-0440-C"	38.5974	26.4935	48.7931	26.1781	28.3024	26.0561	29.0908
"chrXVI-0441-W"	6.12988	19.3408	9.38758	11.2887	15.8453	16.1596	22.4688
"chrXVI-0442-W"	2	2	2	2	2	2	2
"chrXVI-0443-W"	2	2	2	2	2	2	2
"chrXVI-0444-W"	2	4.14627	3.42825	4.34505	4.9236	4.89181	4.77538
"chrXVI-0445-W"	2	2	2	2	2	2	2
"chrXVI-0446-W"	2	2	2	2	2.13014	2.57193	3.10461
"chrXVI-0447-C"	2	2	2	2	2	2	2
"chrXVI-0448-C"	2	2	2	2	2	2	2
"chrXVI-0449-W"	2	3.03252	2	2.26021	3.25224	2.10758	3.17189
"chrXVI-0450-C"	2	2	2	2	2	2	2
"chrXVI-0451-C"	2	2	2	2	2	2	2
"chrXVI-0452-W"	2	2	2	2	2	2	2
"chrXVI-0453-W"	26.1889	25.8264	29.3698	32.5694	28.0755	35.1725	30.3916
"chrXVI-0454-W"	2	2	2	2	2	2	2
"chrXVI-0455-W"	10.2237	12.0372	18.2663	14.4847	9.41384	8.14436	7.36709
"chrXVI-0456-W"	49.1628	46.5598	54.1786	38.9312	33.4057	39.8434	60.092
"chrXVI-0457-W"	7.28304	11.5988	8.39418	9.75462	7.89677	10.1486	12.723
"chrXVI-0458-W"	2	2	2	2	2	2	2.30293
"chrXVI-0459-W"	2	2	2	2	2	2	2
"chrXVI-0460-C"	2	2	2	2	2	2	2
"chrXVI-0461-W"	2	2	2	2	2	2	2
"chrXVI-0462-W"	2	2	2	2	2	2	2
"chrXVI-0463-W"	2	2	2	2	2	2	2
"chrXVI-0464-W"	2	2	2	2	2	2	2
"chrXVI-0465-C"	2	2	2	2	2	2	2
"chrXVI-0466-C"	2	2	2	2	2	2	2
"chrXVI-0467-W"	2	2	2	2	2	2	2
"chrXVI-0468-C"	2	2	2	2	2	2	2
"chrXVI-0469-W"	2.15709	3.63693	3.16425	2.96531	4.36721	5.02772	8.76369
"chrXVI-0470-C"	2	2	2	2	2	3.4534	4.73133
"chrXVI-0471-C"	2	2	2	2	2	2	2
"chrXVI-0472-W"	2	6.00376	3.77354	5.76865	6.97044	8.93689	11.3232
"cluster_CAL012WTs2"	2	2	2	2	2	2	2
"cluster_CAL026CC1"	2	2	2	2	2	2	2
"cluster_CAL041WC1"	2	2	2	2	2	2	2
"cluster_CAL044W-AC1"	2	2	2	2	2	2	2
"cluster_CAL047CTs1"	2	2	2	2	2	2	2
"cluster_CBL002WD2"	23.4771	24.1656	28.6382	9.95301	12.5047	19.3273	15.5729
"cluster_CBL007CTs1"	2	2	2	2	2	2	2
"cluster_CBL049WTs1"	2	2	2	2	2	2	2
"cluster_CBL060WC3"	2	2	2	2	2	2	2
"cluster_CBL092WD3"	2	2	2	2	2	2	2
"cluster_CBR011CTa1"	242.424	192.433	163.722	116.185	128.255	149.527	116.128
"cluster_CBR058CTs1"	6.34678	4.21715	3.15669	4.21976	4.64771	3.38794	3.34639
"cluster_CBR085WC1-B"	3.23562	4.63118	2	7.06759	9.60786	15.9699	19.9702
"cluster_CBR088CTs1-A"	2	2	2.10521	2	2.07699	2	2
"cluster_CBR098WC1"	2	2	2	2	2	2	2
"cluster_CBR106WC2"	2	2	2	2	2	2	2
"cluster_CBR108WC2"	5.03421	3.7212	10.3357	3.70564	6.1484	10.831	7.09387
"cluster_CBR110WC1"	2	2	2	2	2	2	2
"cluster_CBR121CTs1"	17.61	9.8688	9.41659	8.66785	7.18444	10.1226	6.91074
"cluster_CBR127CTa2"	2	3.19691	2	2	2.29596	2.45862	2
"cluster_CBR133CD3"	2	2	2	10.8432	8.01479	2	11.3658
"cluster_CBR161WC1"	2	2	2	2	2	2	2
"cluster_CBR162W-AD2"	2	2	2	2	2	2	2
"cluster_CBR163WC1"	16.8306	33.4007	37.7373	13.7341	15.0286	25.9635	21.4229
"cluster_CBR163WTs1"	4.13526	2.71246	4.35708	10.5398	4.41405	5.96724	14.3677
"cluster_CBR166CTs1"	2	2	2	2	2	2	2
"cluster_CBR201C-AC1"	2	2	2	2	2	2	2
"cluster_CBR211CC3"	2	2	2	2	2	2	2
"cluster_CBR229CTs1"	2	5.45095	2	3.62952	5.97284	7.66194	7.07952
"cluster_CBR230W-AD1"	2	2	2	2	2	2	2
"cluster_CBR242WC3"	2	2	2	2	2	2	2
"cluster_CBR242WD1"	2	2	2	2	2	2	2
"cluster_CBR253WTs1"	2	2	2	2	2	2	2
"cluster_CBR269CC1"	2	2	2.49642	2	2	2	2
"cluster_CBR293WD1-C"	2.35687	2	2	2.66655	2	2	2.79038
"cluster_CCL025CD3"	21.6492	2	2	2	2	2	2
"cluster_CCL057WC2"	2	2	2	2	2	2	2
"cluster_CCR005CTs1"	5.99095	2	2	2	2	2	5.22776
"cluster_CCR012WD2"	2	2	2	2	2	2	2
"cluster_CCR012WD3-A"	2	2	2	2	2	2	4.82865
"cluster_CCR020C-ATa3"	2	2	2	2	2	2	2
"cluster_CCR020CTs2"	2	2	2	2	2	2	2
"cluster_CCR030CD1-B"	2	2	2	2	2	2	2
"cluster_CCR046CTa3-A"	2	2	2	2	2	2	2
"cluster_CCR060WTa2"	2	2	2	2	2	2	2
"cluster_CCR076CC2"	2	2	2	2	2	2	2
"cluster_CCR083WTs1"	2	4.59392	3.26724	8.79211	6.58308	9.62702	20.4353
"cluster_CCR084CC1"	2	2	2	2	2	2	2
"cluster_CCR089WC3"	2	2	2	2	2	2	2
"cluster_CDL003WTs1"	2	2	2	2	2	2	2
"cluster_CDL006WTs1"	2	2	2	2	2	2	2
"cluster_CDL020CTs1-B"	2	2	2	2	2	2	2
"cluster_CDL025CTa2"	2	2	2	2	2	2	2
"cluster_CDL028CC1"	2	2	2	2	2	2	2
"cluster_CDL045CC2"	2	2	2	2	2	2	2
"cluster_CDL048CD2"	27.6741	16.7101	6.05073	8.29742	8.54998	9.41413	9.13086
"cluster_CDL054CTs1"	2	2	2	2	2	2	2
"cluster_CDL069CC2"	2	2	2	2	2	2	2
"cluster_CDL072CC3"	2	2	2	2	2	2	2
"cluster_CDL081CTs2"	2	2	2	2	2	2	2
"cluster_CDL086WC3-C"	2	2.05246	2	2	2	2	2
"cluster_CDL119CC1"	2	2	2	2	2	2	2
"cluster_CDL130W-ATs1"	2	2	2	2	2	2	2
"cluster_CDL136WTs1"	20.6536	52.5275	35.2788	23.0239	53.335	50.9264	58.0983
"cluster_CDL167CTs1"	2	2	2	2	2	2	2
"cluster_CDL185WC1"	2	2	7.22288	2	3.6853	5.42977	2
"cluster_CDL201WC2"	2	2	2	2	2	2	2
"cluster_CDL231CC1"	2	2	2	2	2	2	2
"cluster_CDR032CC1"	2	2	2	2	2	2	2
"cluster_CDR046CD3-B"	2	2	2	2	3.54616	2	2
"cluster_CDR049WC1"	2028.23	1994.63	1019.75	945.868	587.139	644.18	441.03
"cluster_CDR055WC1"	2	2	2	2	2	2	2
"cluster_CDR079C-AC2"	2	2	2	2	2	2	2
"cluster_CDR085CTa2"	2	2	2	2	2	2	2
"cluster_CDR086CTs1"	2	2	2	4.77601	9.08634	2	2
"cluster_CDR128WC1"	3.35663	4.80002	2.49642	7.08261	2.57257	2.89861	2
"cluster_CDR144CTa3"	2	2	2	2	2	2	2
"cluster_CDR153CC1"	2	2	2	2	2	2	2
"cluster_CDR155CD3-B"	2	2	2	2	2	2	2
"cluster_CDR188WTa3"	2	2	2	2	2	2	2
"cluster_CDR195WTs3"	2	2	2	2	2	2	2
"cluster_CDR224CD2"	205.638	185.848	195.942	176.459	172.963	200.557	159.516
"cluster_CDR225WD2"	226.814	119.396	122.132	161.248	128.52	144.221	117.637
"cluster_CDR229WC2"	2	2	2	2	2	2	2
"cluster_CDR275WC1"	2	5.85399	2.09458	10.5018	9.30295	6.834	6.16296
"cluster_CDR277CTa2"	2.02826	2	2	2	2	2	2
"cluster_CDR320CTs1"	2	4.1631	4.2448	2	2	2	5.94966
"cluster_CDR353WTs2"	2	2	2	2	2	2	2
"cluster_CDR364CC1-A"	2	2	2	2	2	2	2
"cluster_CDR372CD1"	2	2	2	2	2	2	2
"cluster_CDR378CC2"	2	2	2	2	2	2	2
"cluster_CDR466WC1"	2	2	2	2	2	2	2
"cluster_CDR477WD1-A"	2	2	2	2	2	2	2
"cluster_CDR499WC1"	2	2	2	2	2	2	2
"cluster_CDR500CD3-A"	2	22.1145	2	2	2	34.1318	2
"cluster_CDR505CTa3"	2	2	2	2	2	2	2
"cluster_CDR511WC3"	2	2	2	2	2	2	2
"cluster_CDR514CC1"	2	2	2	2	2	2	2
"cluster_CDR518WTs1"	2	2	2	2	2	2	2
"cluster_CDR520CC1"	2	2	2	2	2	2	2
"cluster_CDR524W-CD3"	2	2	2	2.59024	2.44423	2	2
"cluster_CDRWTy2-2Ts1-A"	2	2	2	2	2	2	2
"cluster_CEL002CC2"	2	2	2	2	2	2	2
"cluster_CEL027WTa3"	2	2	2	2	2	2	2
"cluster_CEL062WC1"	2	2	2	2	2	2	2
"cluster_CEL066WTa3-B"	2	2	2	2	2	2	2
"cluster_CER001WTa1-A"	2	2	2	2	2	2	2
"cluster_CER007C-ATs1-A"	2	2	2	2	2	2	2
"cluster_CER009WD3"	2	2	2	2	2	2	2
"cluster_CER019C-AC3"	2	2	2	2	2	2	2
"cluster_CER031CC1"	2	2	2	2	2	2	2
"cluster_CER043CTs1"	2	2	2	2	2	2	2
"cluster_CER056CTs2"	29.6058	2	2	2	2	2	2
"cluster_CER058WD1-B"	5.68329	2	2	6.62741	17.4175	2	2.27088
"cluster_CER064CC1"	5.09393	5.60147	3.60705	2.21114	4.89156	2	2
"cluster_CER070WC1"	2	2	2	2	2	2	2
"cluster_CER071CD1"	2	2	2	2	2	2	2
"cluster_CER072WTa2"	2	2	2	2	2	2	2
"cluster_CER073WTs2"	2	2	2	2	2	2	2
"cluster_CER075CC1"	4.29545	4.66666	7.06503	4.14193	3.7438	4.75921	6.00971
"cluster_CER087WC2"	2	2	2	2.04055	3.09471	2	2
"cluster_CER093CC3-A"	2	2	2.31523	2	2	3.69579	5.49647
"cluster_CER121WTs1-A"	2	2	2	2	2	2	2
"cluster_CER131WD2"	5.89245	2.81627	3.06011	7.95991	5.06697	2	3.41031
"cluster_CER139CC1-A"	2	2	2	2	2	2	2
"cluster_CER139CC1-B"	2	2	2	2	2	2	2
"cluster_CER161CTa1-B"	2	2	2	3.33936	2	2	2
"cluster_CER162CTs1"	2	9.07887	25.0011	20.2266	9.64113	14.5715	15.6297
"cluster_CFL017W-AC3"	2	2	2	2	2	2	2
"cluster_CFL040WC3"	2	2	2	2	2	2	2
"cluster_CFL046WC1"	2	2	2	2	2	2	2
"cluster_CFR032C-ATs3"	2	2	2	2	2	2	2
"cluster_CFR043CC3"	2	2	2	2	2	2	2
"cluster_CGL008CTa1-A"	2	2	2	2	2	2	2
"cluster_CGL030WD2"	39.6941	26.1252	45.8948	65.6842	30.1128	24.7639	37.4895
"cluster_CGL058WC1"	2	2	2	2	2	2	2
"cluster_CGL073WTa3"	2	2	2	2	2	2	2
"cluster_CGL090WC3-B"	2	2	2	2	2	2	2
"cluster_CGL121CTs1-A"	2	2	2	2	2	2	2
"cluster_CGL150CD1"	2	2	2.20802	2	2	4.10946	2
"cluster_CGL189CTs1"	2	2	2	2	2	2	2.37706
"cluster_CGL224CC3"	2	2	2	2	2	2	2
"cluster_CGL227WC3-B"	2	2	5.77098	2	2.63361	7.19404	2
"cluster_CGR008CC1"	7.79757	2	2	2	2	2	12.8949
"cluster_CGR019WTs2"	2	2	2	2	2	2	2
"cluster_CGR029WTs1"	2	2	2	2	2	2	2
"cluster_CGR032WC2"	2	2	2	2	2	2	2
"cluster_CGR034WC1-B"	2	2	2	2	2	2	2
"cluster_CGR062CTs1"	2	2	2	2	2	2	2
"cluster_CGR106CC2"	2	2	2	2	2	2	2
"cluster_CGR117CD1"	2	2	2	2.53761	3.45899	2	3.97455
"cluster_CGR128CC3-A"	2	2	2	2	2	2	2
"cluster_CGR138CC1-A"	2	2	2	2	2	2	2
"cluster_CGR146CTs1-B"	2.57947	2	4.88566	3.44604	3.13643	4.56915	3.6102
"cluster_CGR171CTs1"	2	2	2	2	2	2	2
"cluster_CGR181WC2"	2	2	2	2	2	2	2
"cluster_CGR192CC1-C"	2	2	2	2	2	2	2
"cluster_CGR208WC2"	2	2	2	2	2	2	2
"cluster_CGR214WD3-C"	2	2	2	2	2	2	2
"cluster_CGR216CC2"	2	2	2	2	2	2	2
"cluster_CGR233CC3"	2	2	2	2	2	2	2
"cluster_CGR252WC1"	2	2	9.15159	2	2	2	2
"cluster_CGR276CC3"	2	2	2	2	2	2	2
"cluster_CHL007CTs2"	32.7799	18.4932	31.6316	11.5049	16.2964	17.9491	26.7425
"cluster_CHL033CTs3-B"	2	2	2	2	2	2	2
"cluster_CHL047CTs1-B"	2	2	2	2	2	2	2
"cluster_CHR001WTs1-A"	2	2	2	2	2	2	2
"cluster_CHR005CTa3"	2	2	2	2	2	2	2
"cluster_CHR042WC1"	2	2	2	2	2	2	2
"cluster_CHR050WTs1"	2	2	2	2	2	2	2
"cluster_CHR132CTa3-A"	2	2	2	2	2	2	2
"cluster_CHR137WC3"	2	2	2	2	2	2	2
"cluster_CHR156CC2"	3.10191	7.43737	6.20678	14.5231	24.5002	43.0885	50.3044
"cluster_CHR163WTs1"	2.42173	2	2	11.7415	13.57	5.16159	5.21626
"cluster_CHR193CD3"	2	2	2	2	2	2	2
"cluster_CIL008WC2"	2	2	2	2	2	2	2
"cluster_CIL039WTs1"	2	2	2	2	2	2	2
"cluster_CIL045WTs2"	2	2	2	2	2	2	2
"cluster_CIL063CC2"	2	2	2	2	2	2	2
"cluster_CIL063CTs1"	2	2	2	2	2	2	2
"cluster_CIL074CTa3"	2	2	2	2	2	2	2
"cluster_CIL133CTs2"	2	2	2	2	2	2	2
"cluster_CIL148WC2"	2	2	2	2	2	2	2
"cluster_CIL152WTs1"	2	2.05679	4.27996	3.40428	2	8.9899	2.82997
"cluster_CIR016WC3-B"	2	2	2	2	2	2	2
"cluster_CJL045WC2"	2	2	2	2	2	2	2
"cluster_CJL062WTs1"	2	2	2	2	2	2	2
"cluster_CJL078CD2"	4.28848	6.46507	8.81809	11.1944	4.54224	6.72553	2.79395
"cluster_CJL078CTa3-B"	2	2	2	6.11605	2.35146	2	2
"cluster_CJL079CTs1"	2	2	2	2	2	2	2
"cluster_CJL101CC1"	2	4.04374	6.3816	6.86409	2	7.29412	2
"cluster_CJL116CD1-A"	2	2	2	2	2	2	2
"cluster_CJL116CD3"	2	2	2	2	2	2	2
"cluster_CJL133C-AC1"	2	2	2	2	2	2	2
"cluster_CJL134WC1"	2	2	2	2	2	2	2
"cluster_CJL153CTs1"	38.6381	103.212	64.3476	85.1042	74.9888	89.4687	109.677
"cluster_CJL157CTs2"	19.0415	15.959	16.2515	16.8436	28.5611	9.18885	7.88537
"cluster_CJL159WC1"	32.7038	48.5989	50.5129	31.8702	27.3738	24.9559	25.6713
"cluster_CJL165CC1"	2	2	2	2	2	2	2
"cluster_CJL178CC2"	2	2	2	2	2	2	2
"cluster_CJL190CC1"	2	2	2	2	2	2	2
"cluster_CJR024CTs1"	29.4293	103.893	91.2325	102.974	81.6512	53.4299	54.0733
"cluster_CJR066WC1"	2	2	2	2	2	2	2
"cluster_CJR083CTa1"	2	2	2	2	2	2	2
"cluster_CJR084WC1"	2	2	2	2	2	2	2
"cluster_CJR095WTs1-A"	2	2	2.16916	2	2	2.35638	3.18661
"cluster_CJR103WC2"	2	2	2	2	2	2	2
"cluster_CJR104CD3-B"	2	2	2	2	2	2	2
"cluster_CJR107WTa3"	2	2	2	2	2	2	2
"cluster_CJR112W-AC3"	2	2	2	2	2	2	2
"cluster_CJR113CC3"	2	2	2	2	2	2	2
"cluster_CJR117WC2"	2	2	2	2	2	2	2
"cluster_CJR123WTs3-A"	2	2	2	2	2	2	2
"cluster_CJR136CC1"	2	2	2	2	2	2	2
"cluster_CKL004WC1"	2	2	2	2	2	2	2
"cluster_CKL017CTs1"	2	2	2	2	3.0146	2.39718	2
"cluster_CKL041WC3"	2	2	2	2	2	2	2
"cluster_CKL054CTs1"	2	2	2	2	4.54317	2	2
"cluster_CKL054CTs2"	2	2	2	2	2	2	2
"cluster_CKL057CC2"	2	2	2	2	2	2	2
"cluster_CKL065W-ATs1-A"	2	2	2	2	2	2	2
"cluster_CKL080WTs1-B"	2	2	2	2	2	2	2
"cluster_CKL087CD2"	2	2	2	2	2	2	2
"cluster_CKL096WTs1"	2	2	2	2	2	2	2
"cluster_CKL126WTs1"	2	2	2	2	2	2	2
"cluster_CKL132CTs1"	2	2	2	2	2	2	2
"cluster_CKL135CC2"	2	3.42148	2	3.2224	2	2	2
"cluster_CKL138C-ATs1"	2	2	2	2	2	2.53638	2
"cluster_CKL141WTs1-A"	2	2	2	2	2	2	2
"cluster_CKL150WD3"	15.6778	49.5348	16.9719	24.3753	22.1645	34.8051	21.0459
"cluster_CKL152CTa2"	2	2	2	2	2	2	2
"cluster_CKL152CTs3"	234.863	2	2	2	2	18.9691	2
"cluster_CKL165CTa1-A"	2	2	2	2	2	2	2
"cluster_CKL176CD3-B"	2	2	2	2	2	2	2
"cluster_CKL179CC1"	2	2	2	2	2	2	2
"cluster_CKL180WTs3-C"	2	2	2	2	2	2	2
"cluster_CKL193CTs1"	2	2	2	2	2	2	2
"cluster_CKR001CTa1"	2	2	2	2	2	2	2
"cluster_CKR027WTs2"	2	2	2	2	2	2	2
"cluster_CKR048CTs1"	2	2	2	2	2	2	2
"cluster_CKR054CTa3-A"	2	2	2	2	2	2	2
"cluster_CKR075CC2"	2	2	2	2	2	2	2
"cluster_CKR084CTs1"	2.34047	6.12523	2	2.9307	2	4.44324	6.81177
"cluster_CLL010CTs1"	2	2.07712	2	2	4.30824	2	5.70904
"cluster_CLL013CC1"	2	2	2	2	2	2	2
"cluster_CLL019CTs1"	2	2	2	2	2	2	2
"cluster_CLL029WD1"	2	2	2	2	2	2	2
"cluster_CLL048CC3-A"	2	2	2	2	2	2	2
"cluster_CLL064CTs1"	2	2	2	2	2	2	2
"cluster_CLR002CTs1"	2	2	2	2	2	2	2
"cluster_CLR007WC3"	2	2	2	2	2	2	3.51484
"cluster_CLR026CC1"	2	2	2	2	2	2	2
"cluster_CLR042CTa3-A"	2	2	2	2	2	2	2
"cluster_CLR058CTs3-C"	2	2	2	2	2	2	2
"cluster_CLR100WTs1"	2	2	2	2	2	2	2
"cluster_CLR105CC2"	2	2	2	2	2	2	2
"cluster_CLR109WD3-A"	2	2	2	2	2	2	2
"cluster_CLR146W-AC3"	2	2	2	2	2	2	2
"cluster_CLR185WTa1"	2	2	2	2	2	2	2
"cluster_CLR186WTs1"	41.6543	35.5563	36.7873	35.587	24.821	28.7844	31.0574
"cluster_CLR187WTs1"	22.3491	2	8.17358	3.97742	5.77277	10.1926	16.6459
"cluster_CLR193CTs1"	2	2	2	2	2	2	2
"cluster_CLR196WTa3"	2	2	2	2	2	2	2
"cluster_CLR237WTs1"	2	2	2	2	6.21223	2.73191	2.76937
"cluster_CLR243WC1"	2	2	2	2	2	2	2
"cluster_CLR253WC2"	2	2	2	2	2	2	2
"cluster_CLR259CD3-B"	2	2	2	2	2	2	2
"cluster_CLR286CTs1-A"	2	2	2	2	2	2	2
"cluster_CLR287CTs1"	82.4829	76.865	100.785	100.811	81.2224	56.4712	43.186
"cluster_CLR289WC1"	2	2	2	2	2	2	2
"cluster_CLR293CTa2"	2	2	2	2	2	2	2
"cluster_CLR293CTs1-A"	2.81904	2	2	2	2	6.00002	7.81485
"cluster_CLR297WD1"	2	2	2	2	2	2	2
"cluster_CLR324WC1"	10.0425	6.79183	13.5255	8.86245	10.0306	9.01585	6.58407
"cluster_CLR325CC1-A"	2	2	2	2	2	2	2
"cluster_CLR327CC1"	2	2	2	2	2	2	2
"cluster_CLR343WTa1-A"	2	2	2	2	2	2	2
"cluster_CLR343WTa3"	2	2	2	2	2	2	2
"cluster_CLR347CTs1"	2	3.50948	2	2.09141	2.32028	2.11428	2.78977
"cluster_CLR350WD3"	2	2	2	2	2	2	2
"cluster_CLR354CTs2"	311.564	337.393	250.215	166.685	187.963	251.337	155.54
"cluster_CLR361CTs1"	2	2	2	2	2	2	2
"cluster_CLR368WTs1-B"	22.5734	28.7344	19.192	18.6229	22.2684	33.6969	46.1054
"cluster_CLR388WD2"	2	2	2	2	2	2	2
"cluster_CLR394WC1"	2	2	2	2	2	2	2
"cluster_CLR403WTa1-A"	2	2	2	2	2	2	2
"cluster_CLR431CD1-A"	2	2	2	2	2	2	2
"cluster_CML024WC2"	2	2	2	2	2	2	2
"cluster_CML024WD3-B"	412.485	262.816	2	101.353	192.648	191.741	73.331
"cluster_CML026CC4"	2	2	2	2	2	2	2
"cluster_CML029WTs1"	2	2	2	2	2	2	2
"cluster_CML035CD1"	2	2	2	2	2	2	2
"cluster_CML054CC1"	2	2	2	2	2	2	2
"cluster_CML057WTs1"	12.5444	6.73006	6.61567	31.057	4.73946	12.8756	12.7287
"cluster_CML061CTa3-A"	2	2	2	2	2	2	2
"cluster_CML069WTs1"	2	2	2	2	2	2	2
"cluster_CML082WC2"	2	2	2	2	2	2	2
"cluster_CML105CC1"	2	2	2	2	2	2	2
"cluster_CML125CTs1"	2	2	2	2	2	2	2
"cluster_CML130CTs1-D"	2	2	2	2	2	2	2
"cluster_CMR070WC1"	2	2	2	2	2	2	2
"cluster_CMR071CD1"	2	2	2	2	6.24421	5.4858	5.5639
"cluster_CMR073CTs1"	2	2	3.96709	2	2	2.55912	2
"cluster_CMR106CTs1"	16.4886	4.10316	6.36317	9.5936	2.18584	5.1007	2.89093
"cluster_CMR111CTs1"	2	2	2	2	2	2	2
"cluster_CMR113WC3"	2	2	2	2	2	2	2
"cluster_CMR118CTa1"	2	2	2	2	2	2	2
"cluster_CMR123WTs1-A"	4.61659	22.2046	12.3403	25.1746	13.3426	24.6645	22.9406
"cluster_CMR175WTa2"	2	2	2	2	2	2	2
"cluster_CMR179WC2"	2	2	2	2	2	2	2
"cluster_CMR194WTs1"	2	2	2	2	2	2	2
"cluster_CMR203WTs1"	2	2	2	2	2	2	2
"cluster_CMR224CTs1"	2	2	2	2	2.20056	4.22657	2
"cluster_CMR241WD3"	2	2	2	2	12.1826	2	2
"cluster_CMR252CC1"	14.5	120.488	112.988	124.844	80.6012	120.197	78.054
"cluster_CMR255WC1"	2	4.18667	3.2061	2	5.92562	3.29727	4.73174
"cluster_CMR256CC1-A"	2	2	2	2	2	2	2
"cluster_CMR259CTs1"	2	2.6471	2	2	2.18388	2.64765	4.17789
"cluster_CMR271CTs1"	12.8875	4.97269	9.15606	7.15208	6.24541	3.19131	5.587
"cluster_CMR300CTa3"	2	2	2	2	2	2	2
"cluster_CNL014WTs1"	13.8591	14.3255	17.0496	10.0181	5.70871	17.8123	23.1824
"cluster_CNL023CTa3-A"	2	2	2	2	2	2	2
"cluster_CNL024CTa3"	2	2	2	2	2	2	2
"cluster_CNL045WTs3"	2	2	2	2	2	2	2
"cluster_CNL065WTs1-A"	3.17981	2	2	3.49573	2	2	3.24773
"cluster_CNL066WTa1"	2	2	2	2	2	2	2
"cluster_CNL074CC1"	2	2	2	2	2	2	2
"cluster_CNL088WTa3-B"	2	2	2	2	2	2	2
"cluster_CNL088WTs1-A"	2	2	2	2	2	2	2
"cluster_CNL130C-ATa3"	2	2	2	2	2	2	2
"cluster_CNL135CTs3-B"	2	2	2	2	2	2	2
"cluster_CNL136WC2"	5.62997	11.8879	19.5859	13.4897	16.8374	31.5557	24.3385
"cluster_CNL138WTs1"	3.59596	3.96621	13.6419	11.1492	8.70392	13.8118	8.70641
"cluster_CNL151CTs1"	2	2	2	2	2	2	2
"cluster_CNL154CTs1"	2	2	2	2	2	2	2
"cluster_CNL157WC1"	2	2.06734	2	3.24357	2	2.58498	11.5185
"cluster_CNL161WTa2"	2	2	2	2	2	2	2
"cluster_CNL162WTs3"	2	2	2	2	2	2	2
"cluster_CNL207WTs1"	2	2	2	2	2	2	2
"cluster_CNL210WTa3"	2	2	2	2	2	2	2
"cluster_CNL238WTs1"	2	2	2	2	2	2	2
"cluster_CNL280CC2"	2	2	2	2	2	2	2
"cluster_CNL281WC1"	2	2	2	2	2	2	2
"cluster_CNL281WTs3"	2	2	2	2	2	2	2
